Run,Event,TimeMs
0,EndToEnd,9244
0,CreateContainerQueueProxy,30
0,CreateContainerUserContainer,24
0,PullImage,0
0,RunPodSandbox,447
0,StartContainerQueueProxy,197
0,StartContainerUserContainer,214
0,FuncRuntime,7968
